,日付け,oil_price,stock_price
1447,2015年01月26日,45.15,17468.52
1448,2015年01月23日,45.59,17511.75
1449,2015年01月22日,46.31,17329.02
1450,2015年01月21日,47.78,17280.48
1451,2015年01月20日,46.39,17366.30
1452,2015年01月19日,47.78,17014.29
1453,2015年01月16日,48.69,16864.16
1454,2015年01月15日,46.25,17108.70
1455,2015年01月14日,48.48,16795.96
1456,2015年01月13日,45.89,17087.71
1457,2015年01月09日,48.36,17197.73
1458,2015年01月08日,48.79,17167.10
1459,2015年01月07日,48.65,16885.33
1460,2015年01月06日,47.93,16883.19
1461,2015年01月05日,50.04,17408.71
1462,2014年12月30日,54.12,17450.77
1463,2014年12月29日,53.61,17729.84
1464,2014年12月26日,54.73,17818.96
1465,2014年12月25日,55.92,17808.75
1466,2014年12月24日,55.84,17854.23
1467,2014年12月22日,55.26,17635.14
1468,2014年12月19日,56.52,17621.40
1469,2014年12月18日,54.11,17210.05
1470,2014年12月17日,56.47,16819.73
1471,2014年12月16日,55.93,16755.32
1472,2014年12月15日,55.91,17099.40
1473,2014年12月12日,57.81,17371.58
1474,2014年12月11日,59.95,17257.40
1475,2014年12月10日,60.94,17412.58
1476,2014年12月09日,63.82,17813.38
1477,2014年12月08日,63.05,17935.64
1478,2014年12月05日,65.84,17920.45
1479,2014年12月04日,66.81,17887.21
1480,2014年12月03日,67.38,17720.43
1481,2014年12月02日,66.88,17663.22
1482,2014年12月01日,69.0,17590.10
1483,2014年11月28日,66.15,17459.85
1484,2014年11月27日,68.55,17248.50
1485,2014年11月26日,73.69,17383.58
1486,2014年11月25日,74.09,17407.62
1487,2014年11月21日,76.51,17357.51
1488,2014年11月20日,75.58,17300.86
1489,2014年11月19日,74.58,17288.75
1490,2014年11月18日,74.61,17344.06
1491,2014年11月17日,75.64,16973.80
1492,2014年11月14日,75.82,17490.83
1493,2014年11月13日,74.21,17392.79
1494,2014年11月12日,77.18,17197.05
1495,2014年11月11日,77.94,17124.11
1496,2014年11月10日,77.4,16780.53
1497,2014年11月07日,78.65,16880.38
1498,2014年11月06日,77.91,16792.48
1499,2014年11月05日,78.68,16937.32
1500,2014年11月04日,77.19,16862.47
1501,2014年10月31日,80.54,16413.76
1502,2014年10月30日,81.12,15658.20
1503,2014年10月29日,82.2,15553.91
1504,2014年10月28日,81.42,15329.91
1505,2014年10月27日,81.0,15388.72
1506,2014年10月24日,81.01,15291.64
1507,2014年10月23日,82.09,15138.96
1508,2014年10月22日,80.52,15195.77
1509,2014年10月21日,82.81,14804.28
1510,2014年10月20日,82.71,15111.23
1511,2014年10月17日,82.75,14532.51
1512,2014年10月16日,82.7,14738.38
1513,2014年10月15日,81.78,15073.52
1514,2014年10月14日,81.84,14936.51
1515,2014年10月10日,85.82,15300.55
1516,2014年10月09日,85.77,15478.93
1517,2014年10月08日,87.31,15595.98
1518,2014年10月07日,88.85,15783.83
1519,2014年10月06日,90.34,15890.95
1520,2014年10月03日,89.74,15708.65
1521,2014年10月02日,91.01,15661.99
1522,2014年10月01日,90.73,16082.25
1523,2014年09月30日,91.16,16173.52
1524,2014年09月29日,94.57,16310.64
1525,2014年09月26日,93.54,16229.86
1526,2014年09月25日,92.53,16374.14
1527,2014年09月24日,92.8,16167.45
1528,2014年09月22日,91.52,16205.90
1529,2014年09月19日,92.41,16321.17
1530,2014年09月18日,93.07,16067.57
1531,2014年09月17日,94.42,15888.67
1532,2014年09月16日,94.88,15911.53
1533,2014年09月12日,92.27,15948.29
1534,2014年09月11日,92.83,15909.20
1535,2014年09月10日,91.67,15788.78
1536,2014年09月09日,92.75,15749.15
1537,2014年09月08日,92.66,15705.11
1538,2014年09月05日,93.29,15668.68
1539,2014年09月04日,94.45,15676.18
1540,2014年09月03日,95.54,15728.35
1541,2014年09月02日,92.88,15668.60
1542,2014年09月01日,95.83,15476.60
1543,2014年08月29日,95.96,15424.59
1544,2014年08月28日,94.55,15459.86
1545,2014年08月27日,93.88,15534.82
1546,2014年08月26日,93.86,15521.22
1547,2014年08月25日,93.35,15613.25
1548,2014年08月22日,93.65,15539.19
1549,2014年08月21日,93.96,15586.20
1550,2014年08月20日,96.07,15454.45
1551,2014年08月19日,94.48,15449.79
1552,2014年08月18日,96.41,15322.60
1553,2014年08月15日,97.35,15318.34
1554,2014年08月14日,95.58,15314.57
1555,2014年08月13日,97.59,15213.63
1556,2014年08月12日,97.37,15161.31
1557,2014年08月11日,98.08,15130.52
1558,2014年08月08日,97.65,14778.37
1559,2014年08月07日,97.34,15232.37
1560,2014年08月06日,96.92,15159.79
1561,2014年08月05日,97.38,15320.31
1562,2014年08月04日,98.29,15474.50
1563,2014年08月01日,97.88,15523.11
1564,2014年07月31日,98.17,15620.77
1565,2014年07月30日,100.27,15646.23
1566,2014年07月29日,100.97,15618.07
1567,2014年07月28日,101.67,15529.40
1568,2014年07月25日,102.09,15457.87
1569,2014年07月24日,102.07,15284.42
1570,2014年07月23日,103.12,15328.56
1571,2014年07月22日,104.42,15343.28
1572,2014年07月18日,103.13,15215.71
1573,2014年07月17日,103.19,15370.26
1574,2014年07月16日,101.2,15379.30
1575,2014年07月15日,99.96,15395.16
1576,2014年07月14日,100.91,15296.82
1577,2014年07月11日,100.83,15164.04
1578,2014年07月10日,102.93,15216.47
1579,2014年07月09日,102.29,15302.65
1580,2014年07月08日,103.4,15314.41
1581,2014年07月07日,103.53,15379.44
1582,2014年07月04日,103.76,15437.13
1583,2014年07月03日,104.06,15348.29
1584,2014年07月02日,104.48,15369.97
1585,2014年07月01日,105.34,15326.20
1586,2014年06月30日,105.37,15162.10
1587,2014年06月27日,105.74,15095.00
1588,2014年06月26日,105.84,15308.49
1589,2014年06月25日,106.5,15266.61
1590,2014年06月24日,106.03,15376.24
1591,2014年06月23日,106.17,15369.28
1592,2014年06月20日,107.26,15349.42
1593,2014年06月19日,106.43,15361.16
1594,2014年06月18日,105.97,15115.80
1595,2014年06月17日,106.36,14975.97
1596,2014年06月16日,106.9,14933.29
1597,2014年06月13日,106.91,15097.84
1598,2014年06月12日,106.53,14973.53
1599,2014年06月11日,104.4,15069.48
1600,2014年06月10日,104.35,14994.80
1601,2014年06月09日,104.41,15124.00
1602,2014年06月06日,102.66,15077.24
1603,2014年06月05日,102.48,15079.37
1604,2014年06月04日,102.64,15067.96
1605,2014年06月03日,102.66,15034.25
1606,2014年06月02日,102.47,14935.92
1607,2014年05月30日,102.71,14632.38
1608,2014年05月29日,103.58,14681.72
1609,2014年05月28日,102.72,14670.95
1610,2014年05月27日,104.11,14636.52
1611,2014年05月26日,104.28,14602.52
1612,2014年05月23日,104.35,14462.17
1613,2014年05月22日,103.74,14337.79
1614,2014年05月21日,104.07,14042.17
1615,2014年05月20日,102.44,14075.25
1616,2014年05月19日,102.61,14006.44
1617,2014年05月16日,102.02,14096.59
1618,2014年05月15日,101.5,14298.21
1619,2014年05月14日,102.37,14405.76
1620,2014年05月13日,101.7,14425.44
1621,2014年05月12日,100.59,14149.52
1622,2014年05月09日,99.99,14199.59
1623,2014年05月08日,100.26,14163.78
1624,2014年05月07日,100.77,14033.45
1625,2014年05月02日,99.76,14457.51
1626,2014年05月01日,99.42,14485.13
1627,2014年04月30日,99.74,14304.11
1628,2014年04月28日,100.84,14288.23
1629,2014年04月25日,100.6,14429.26
1630,2014年04月24日,101.94,14404.99
1631,2014年04月23日,101.44,14546.27
1632,2014年04月22日,102.13,14388.77
1633,2014年04月21日,104.37,14512.38
1634,2014年04月17日,104.3,14417.53
1635,2014年04月16日,103.76,14417.68
1636,2014年04月15日,103.75,13996.81
1637,2014年04月14日,104.05,13910.16
1638,2014年04月11日,103.74,13960.05
1639,2014年04月10日,103.4,14300.12
1640,2014年04月09日,103.6,14299.69
1641,2014年04月08日,102.56,14606.88
1642,2014年04月07日,100.44,14808.85
1643,2014年04月04日,101.14,15063.77
1644,2014年04月03日,100.29,15071.88
1645,2014年04月02日,99.62,14946.32
1646,2014年04月01日,99.74,14791.99
1647,2014年03月31日,101.58,14827.83
1648,2014年03月28日,101.67,14696.03
1649,2014年03月27日,101.28,14622.89
1650,2014年03月26日,100.26,14477.16
1651,2014年03月25日,99.19,14423.19
1652,2014年03月24日,99.6,14475.30
1653,2014年03月20日,99.43,14224.23
1654,2014年03月19日,100.37,14462.52
1655,2014年03月18日,99.7,14411.27
1656,2014年03月17日,98.08,14277.67
1657,2014年03月14日,98.89,14327.66
1658,2014年03月13日,98.2,14815.98
1659,2014年03月12日,97.99,14830.39
1660,2014年03月11日,100.03,15224.11
1661,2014年03月10日,101.12,15120.14
1662,2014年03月07日,102.58,15274.07
1663,2014年03月06日,101.56,15134.75
1664,2014年03月05日,101.45,14897.63
1665,2014年03月04日,103.33,14721.48
1666,2014年03月03日,104.92,14652.23
1667,2014年02月28日,102.59,14841.07
1668,2014年02月27日,102.4,14923.11
1669,2014年02月26日,102.59,14970.97
1670,2014年02月25日,101.83,15051.60
1671,2014年02月24日,102.82,14837.68
1672,2014年02月21日,102.2,14865.67
1673,2014年02月20日,102.92,14449.18
1674,2014年02月19日,103.31,14766.53
1675,2014年02月18日,102.43,14843.24
1676,2014年02月17日,100.58,14393.11
1677,2014年02月14日,100.3,14313.03
1678,2014年02月13日,100.35,14534.74
1679,2014年02月12日,100.37,14800.06
1680,2014年02月10日,100.06,14718.34
1681,2014年02月07日,99.88,14462.41
1682,2014年02月06日,97.84,14155.12
1683,2014年02月05日,97.38,14180.38
1684,2014年02月04日,97.19,14008.47
1685,2014年02月03日,96.43,14619.13
1686,2014年01月31日,97.49,14914.53
1687,2014年01月30日,98.23,15007.06
1688,2014年01月29日,97.36,15383.91
1689,2014年01月28日,97.41,14980.16
1690,2014年01月27日,95.72,15005.73
1691,2014年01月24日,96.64,15391.56
1692,2014年01月23日,97.32,15695.89
1693,2014年01月22日,96.73,15820.96
1694,2014年01月21日,94.99,15795.96
1695,2014年01月20日,93.93,15641.68
1696,2014年01月17日,94.37,15734.46
1697,2014年01月16日,93.96,15747.20
1698,2014年01月15日,94.17,15808.73
1699,2014年01月14日,92.59,15422.40
1700,2014年01月10日,92.72,15912.06
1701,2014年01月09日,91.66,15880.33
1702,2014年01月08日,92.33,16121.45
1703,2014年01月07日,93.67,15814.37
1704,2014年01月06日,93.43,15908.88
1705,2013年12月30日,99.29,16291.31
1706,2013年12月27日,100.32,16178.94
1707,2013年12月26日,99.55,16174.44
1708,2013年12月24日,99.22,15889.33
1709,2013年12月20日,99.32,15870.42
1710,2013年12月19日,98.77,15859.22
1711,2013年12月18日,97.8,15587.80
1712,2013年12月17日,97.22,15278.63
1713,2013年12月16日,97.48,15152.91
1714,2013年12月13日,96.6,15403.11
1715,2013年12月12日,97.5,15341.82
1716,2013年12月11日,97.44,15515.06
1717,2013年12月10日,98.51,15611.31
1718,2013年12月09日,97.34,15650.21
1719,2013年12月06日,97.65,15299.86
1720,2013年12月05日,97.38,15177.49
1721,2013年12月04日,97.2,15407.94
1722,2013年12月03日,96.04,15749.66
1723,2013年12月02日,93.82,15655.07
1724,2013年11月29日,92.72,15661.87
1725,2013年11月28日,92.28,15727.12
1726,2013年11月27日,92.3,15449.63
1727,2013年11月26日,93.68,15515.24
1728,2013年11月25日,94.09,15619.13
1729,2013年11月22日,94.84,15381.72
1730,2013年11月21日,95.44,15365.60
1731,2013年11月20日,93.33,15076.08
1732,2013年11月19日,93.34,15126.56
1733,2013年11月18日,93.03,15164.30
1734,2013年11月15日,93.84,15165.92
1735,2013年11月14日,93.76,14876.41
1736,2013年11月13日,93.88,14567.16
1737,2013年11月12日,93.04,14588.68
1738,2013年11月11日,95.14,14269.84
1739,2013年11月08日,94.6,14086.80
1740,2013年11月07日,94.2,14228.44
1741,2013年11月06日,94.8,14337.31
1742,2013年11月05日,93.37,14225.37
1743,2013年11月01日,94.61,14201.57
1744,2013年10月31日,96.38,14327.94
1745,2013年10月30日,96.77,14502.35
1746,2013年10月29日,98.2,14325.98
1747,2013年10月28日,98.68,14396.04
1748,2013年10月25日,97.85,14088.19
1749,2013年10月24日,97.11,14486.41
1750,2013年10月23日,96.86,14426.05
1751,2013年10月22日,97.8,14713.25
1752,2013年10月21日,99.22,14693.57
1753,2013年10月18日,100.81,14561.54
1754,2013年10月17日,100.67,14586.51
1755,2013年10月16日,102.29,14467.14
1756,2013年10月15日,101.21,14441.54
1757,2013年10月11日,102.02,14404.74
1758,2013年10月10日,103.01,14194.71
1759,2013年10月09日,101.61,14037.84
1760,2013年10月08日,103.49,13894.61
1761,2013年10月07日,103.03,13853.32
1762,2013年10月04日,103.84,14024.31
1763,2013年10月03日,103.31,14157.25
1764,2013年10月02日,104.1,14170.49
1765,2013年10月01日,102.04,14484.72
1766,2013年09月30日,102.33,14455.80
1767,2013年09月27日,102.87,14760.07
1768,2013年09月26日,103.03,14799.12
1769,2013年09月25日,102.66,14620.53
1770,2013年09月24日,103.13,14732.61
1771,2013年09月20日,104.68,14742.42
1772,2013年09月19日,106.39,14766.18
1773,2013年09月18日,108.07,14505.36
1774,2013年09月17日,105.42,14311.67
1775,2013年09月13日,108.21,14404.67
1776,2013年09月12日,108.6,14387.27
1777,2013年09月11日,107.56,14425.07
1778,2013年09月10日,107.39,14423.36
1779,2013年09月09日,109.52,14205.23
1780,2013年09月06日,110.53,13860.81
1781,2013年09月05日,108.37,14064.82
1782,2013年09月04日,107.23,14053.87
1783,2013年09月03日,108.54,13978.44
1784,2013年09月02日,106.75,13572.92
1785,2013年08月30日,107.65,13388.86
1786,2013年08月29日,108.8,13459.71
1787,2013年08月28日,110.1,13338.46
1788,2013年08月27日,109.01,13542.37
1789,2013年08月26日,105.92,13636.28
1790,2013年08月23日,106.42,13660.55
1791,2013年08月22日,105.03,13365.17
1792,2013年08月21日,103.85,13424.33
1793,2013年08月20日,104.96,13396.38
1794,2013年08月19日,107.1,13758.13
1795,2013年08月16日,107.46,13650.11
1796,2013年08月15日,107.33,13752.94
1797,2013年08月14日,106.85,14050.16
1798,2013年08月13日,106.83,13867.00
1799,2013年08月12日,106.11,13519.43
1800,2013年08月09日,105.97,13615.19
1801,2013年08月08日,103.4,13605.56
1802,2013年08月07日,104.37,13824.94
1803,2013年08月06日,105.3,14401.06
1804,2013年08月05日,106.56,14258.04
1805,2013年08月02日,106.94,14466.16
1806,2013年08月01日,107.89,14005.77
1807,2013年07月31日,105.03,13668.32
1808,2013年07月30日,103.08,13869.82
1809,2013年07月29日,104.55,13661.13
1810,2013年07月26日,104.7,14129.98
1811,2013年07月25日,105.49,14562.93
1812,2013年07月24日,105.39,14731.28
1813,2013年07月23日,107.23,14778.51
1814,2013年07月22日,106.91,14658.04
1815,2013年07月19日,108.05,14589.91
1816,2013年07月18日,108.04,14808.50
1817,2013年07月17日,106.48,14615.04
1818,2013年07月16日,106.0,14599.12
1819,2013年07月12日,105.95,14506.25
1820,2013年07月11日,104.91,14472.58
1821,2013年07月10日,106.52,14416.60
1822,2013年07月09日,103.53,14472.90
1823,2013年07月08日,103.14,14109.34
1824,2013年07月05日,103.22,14309.97
1825,2013年07月04日,101.4,14018.93
1826,2013年07月03日,101.24,14055.56
1827,2013年07月02日,99.6,14098.74
1828,2013年07月01日,97.99,13852.50
1829,2013年06月28日,96.56,13677.32
1830,2013年06月27日,97.05,13213.55
1831,2013年06月26日,95.5,12834.01
1832,2013年06月25日,95.32,12969.34
1833,2013年06月24日,95.18,13062.78
1834,2013年06月21日,93.69,13230.13
1835,2013年06月20日,95.4,13014.58
1836,2013年06月19日,98.24,13245.22
1837,2013年06月18日,98.44,13007.28
1838,2013年06月17日,97.77,13033.12
1839,2013年06月14日,97.85,12686.52
1840,2013年06月13日,96.69,12445.38
1841,2013年06月12日,95.88,13289.32
1842,2013年06月11日,95.38,13317.62
1843,2013年06月10日,95.77,13514.20
1844,2013年06月07日,96.03,12877.53
1845,2013年06月06日,94.76,12904.02
1846,2013年06月05日,93.74,13014.87
1847,2013年06月04日,93.31,13533.76
1848,2013年06月03日,93.45,13261.82
1849,2013年05月31日,91.97,13774.54
1850,2013年05月30日,93.61,13589.03
1851,2013年05月29日,93.13,14326.46
1852,2013年05月28日,95.01,14311.98
1853,2013年05月27日,93.83,14142.65
1854,2013年05月24日,94.15,14612.45
1855,2013年05月23日,94.25,14483.98
1856,2013年05月22日,94.28,15627.26
1857,2013年05月21日,96.16,15381.02
1858,2013年05月20日,96.71,15360.81
1859,2013年05月17日,96.02,15138.12
1860,2013年05月16日,95.16,15037.24
1861,2013年05月15日,94.3,15096.03
1862,2013年05月14日,94.21,14758.42
1863,2013年05月13日,95.17,14782.21
1864,2013年05月10日,96.04,14607.54
1865,2013年05月09日,96.39,14191.48
1866,2013年05月08日,96.62,14285.69
1867,2013年05月07日,95.62,14180.24
1868,2013年05月02日,93.99,13694.04
1869,2013年05月01日,91.03,13799.35
1870,2013年04月30日,93.46,13860.86
1871,2013年04月26日,93.0,13884.13
1872,2013年04月25日,93.64,13926.08
1873,2013年04月24日,91.43,13843.46
1874,2013年04月23日,89.18,13529.65
1875,2013年04月22日,88.76,13568.37
1876,2013年04月19日,88.01,13316.48
1877,2013年04月18日,87.73,13220.07
1878,2013年04月17日,86.68,13382.89
1879,2013年04月16日,88.72,13221.44
1880,2013年04月15日,88.71,13275.66
1881,2013年04月12日,91.29,13485.14
1882,2013年04月11日,93.51,13549.16
1883,2013年04月10日,94.64,13288.13
1884,2013年04月09日,94.2,13192.35
1885,2013年04月08日,93.36,13192.59
1886,2013年04月05日,92.7,12833.64
1887,2013年04月04日,93.26,12634.54
1888,2013年04月03日,94.45,12362.20
1889,2013年04月02日,97.19,12003.43
1890,2013年04月01日,97.07,12135.02
1891,2013年03月28日,97.23,12335.96
1892,2013年03月27日,96.58,12493.79
1893,2013年03月26日,96.34,12471.62
1894,2013年03月25日,94.81,12546.46
1895,2013年03月22日,93.71,12338.53
1896,2013年03月21日,92.45,12635.69
1897,2013年03月19日,92.16,12468.23
1898,2013年03月18日,93.74,12220.63
1899,2013年03月15日,93.45,12560.95
1900,2013年03月14日,93.03,12381.19
1901,2013年03月13日,92.52,12239.66
1902,2013年03月12日,92.54,12314.81
1903,2013年03月11日,92.06,12349.05
1904,2013年03月08日,91.95,12283.62
1905,2013年03月07日,91.56,11968.08
1906,2013年03月06日,90.43,11932.27
1907,2013年03月05日,90.82,11683.45
1908,2013年03月04日,90.12,11652.29
1909,2013年03月01日,90.68,11606.38
1910,2013年02月28日,92.05,11559.36
1911,2013年02月27日,92.76,11253.97
1912,2013年02月26日,92.63,11398.81
1913,2013年02月25日,93.11,11662.52
1914,2013年02月22日,93.13,11385.94
1915,2013年02月21日,92.84,11309.13
1916,2013年02月20日,94.46,11468.28
1917,2013年02月19日,96.66,11372.34
1918,2013年02月15日,95.86,11173.83
1919,2013年02月14日,97.31,11307.28
1920,2013年02月13日,97.01,11251.41
1921,2013年02月12日,97.51,11369.12
1922,2013年02月08日,95.72,11153.16
1923,2013年02月07日,95.83,11357.07
1924,2013年02月06日,96.62,11463.75
1925,2013年02月05日,96.64,11046.92
1926,2013年02月04日,96.17,11260.35
1927,2013年02月01日,97.77,11191.34
1928,2013年01月31日,97.49,11138.66
1929,2013年01月30日,97.94,11113.95
1930,2013年01月29日,97.57,10866.72
1931,2013年01月28日,96.44,10824.31
1932,2013年01月25日,95.88,10926.65
1933,2013年01月24日,95.95,10620.87
1934,2013年01月23日,95.23,10486.99
1935,2013年01月22日,96.24,10709.93
1936,2013年01月18日,95.56,10913.30
1937,2013年01月17日,95.49,10609.64
1938,2013年01月16日,94.24,10600.44
1939,2013年01月15日,93.28,10879.08
1940,2013年01月11日,93.56,10801.57
1941,2013年01月10日,93.82,10652.64
1942,2013年01月09日,93.1,10578.57
1943,2013年01月08日,93.15,10508.06
1944,2013年01月07日,93.19,10599.01
1945,2013年01月04日,93.09,10688.11
1946,2012年12月28日,90.8,10395.18
1947,2012年12月27日,90.87,10322.98
1948,2012年12月26日,90.98,10230.36
1949,2012年12月21日,88.66,9940.06
1950,2012年12月20日,90.13,10039.33
1951,2012年12月19日,89.51,10160.40
1952,2012年12月18日,87.93,9923.01
1953,2012年12月17日,87.2,9828.88
1954,2012年12月14日,86.73,9737.56
1955,2012年12月13日,85.89,9742.73
1956,2012年12月12日,86.77,9581.46
1957,2012年12月11日,85.79,9525.32
1958,2012年12月10日,85.56,9533.75
1959,2012年12月07日,85.93,9527.39
1960,2012年12月06日,86.26,9545.16
1961,2012年12月05日,87.88,9468.84
1962,2012年12月04日,88.5,9432.46
1963,2012年12月03日,89.09,9458.18
1964,2012年11月30日,88.91,9446.01
1965,2012年11月29日,88.07,9400.88
1966,2012年11月28日,86.49,9308.35
1967,2012年11月27日,87.18,9423.30
1968,2012年11月26日,87.74,9388.94
1969,2012年11月21日,87.38,9222.52
1970,2012年11月20日,86.75,9142.64
1971,2012年11月19日,89.28,9153.20
1972,2012年11月16日,86.67,9024.16
1973,2012年11月15日,85.45,8829.72
1974,2012年11月14日,86.32,8664.73
1975,2012年11月13日,85.38,8661.05
1976,2012年11月12日,85.57,8676.44
1977,2012年11月09日,86.07,8757.60
1978,2012年11月08日,85.09,8837.15
1979,2012年11月07日,84.44,8972.89
1980,2012年11月06日,88.71,8975.15
1981,2012年11月05日,85.65,9007.44
1982,2012年11月02日,84.86,9051.22
1983,2012年11月01日,87.09,8946.87
1984,2012年10月31日,86.24,8928.29
1985,2012年10月30日,85.68,8841.98
1986,2012年10月29日,85.54,8929.34
1987,2012年10月26日,86.28,8933.06
1988,2012年10月25日,86.05,9055.20
1989,2012年10月24日,85.73,8954.30
1990,2012年10月23日,86.67,9014.25
1991,2012年10月22日,88.73,9010.71
1992,2012年10月19日,90.05,9002.68
1993,2012年10月18日,92.1,8982.86
1994,2012年10月17日,92.12,8806.55
1995,2012年10月16日,92.09,8701.31
1996,2012年10月15日,91.85,8577.93
1997,2012年10月12日,91.86,8534.12
1998,2012年10月11日,92.07,8546.78
1999,2012年10月10日,91.25,8596.23
2000,2012年10月09日,92.39,8769.59
2001,2012年10月05日,89.88,8863.30
2002,2012年10月04日,91.71,8824.59
2003,2012年10月03日,88.14,8746.87
2004,2012年10月02日,91.89,8786.05
2005,2012年10月01日,92.48,8796.51
2006,2012年09月28日,92.19,8870.16
2007,2012年09月27日,91.85,8949.87
2008,2012年09月26日,89.98,8906.70
2009,2012年09月25日,91.37,9091.54
2010,2012年09月24日,91.93,9069.29
2011,2012年09月21日,92.89,9110.00
2012,2012年09月20日,91.87,9086.98
2013,2012年09月19日,91.98,9232.21
2014,2012年09月18日,95.29,9123.77
2015,2012年09月14日,99.0,9159.39
2016,2012年09月13日,98.31,8995.15
2017,2012年09月12日,97.01,8959.96
2018,2012年09月11日,97.17,8807.38
2019,2012年09月10日,96.54,8869.37
2020,2012年09月07日,96.42,8871.65
2021,2012年09月06日,95.53,8680.57
2022,2012年09月05日,95.36,8679.82
2023,2012年09月04日,95.3,8775.51
2024,2012年08月31日,96.47,8839.91
2025,2012年08月30日,94.62,8983.78
2026,2012年08月29日,95.49,9069.81
2027,2012年08月28日,96.33,9033.29
2028,2012年08月27日,95.47,9085.39
2029,2012年08月24日,96.15,9070.76
2030,2012年08月23日,96.27,9178.12
2031,2012年08月22日,97.26,9131.74
2032,2012年08月21日,96.68,9156.92
2033,2012年08月20日,95.97,9171.16
2034,2012年08月17日,96.01,9162.50
2035,2012年08月16日,95.6,9092.76
2036,2012年08月15日,94.33,8925.04
2037,2012年08月14日,93.43,8929.88
2038,2012年08月13日,92.73,8885.15
2039,2012年08月10日,92.87,8891.44
2040,2012年08月09日,93.36,8978.60
2041,2012年08月08日,93.35,8881.16
2042,2012年08月07日,93.67,8803.31
2043,2012年08月06日,92.2,8726.29
2044,2012年08月03日,91.4,8555.11
2045,2012年08月02日,87.13,8653.18
2046,2012年08月01日,88.91,8641.85
2047,2012年07月31日,88.06,8695.06
2048,2012年07月30日,89.78,8635.44
2049,2012年07月27日,90.13,8566.64
2050,2012年07月26日,89.39,8443.10
2051,2012年07月25日,88.97,8365.90
2052,2012年07月24日,88.5,8488.09
2053,2012年07月23日,88.14,8508.32
2054,2012年07月20日,91.44,8669.87
2055,2012年07月19日,92.66,8795.55
2056,2012年07月18日,89.87,8726.74
2057,2012年07月17日,89.22,8755.00
2058,2012年07月13日,87.1,8724.12
2059,2012年07月12日,86.08,8720.01
2060,2012年07月11日,85.81,8851.00
2061,2012年07月10日,83.91,8857.73
2062,2012年07月09日,85.99,8896.88
2063,2012年07月06日,84.45,9020.75
2064,2012年07月05日,87.22,9079.80
2065,2012年07月03日,87.66,9066.59
2066,2012年07月02日,83.75,9003.48
2067,2012年06月29日,84.96,9006.78
2068,2012年06月28日,77.69,8874.11
2069,2012年06月27日,80.21,8730.49
2070,2012年06月26日,79.36,8663.99
2071,2012年06月25日,79.21,8734.62
2072,2012年06月22日,79.76,8798.35
2073,2012年06月21日,78.2,8824.07
2074,2012年06月20日,81.8,8752.31
2075,2012年06月19日,84.03,8655.87
2076,2012年06月18日,83.27,8721.02
2077,2012年06月15日,84.03,8569.32
2078,2012年06月14日,83.91,8568.89
2079,2012年06月13日,82.62,8587.84
2080,2012年06月12日,83.32,8536.72
2081,2012年06月11日,82.7,8624.90
2082,2012年06月08日,84.1,8459.26
2083,2012年06月07日,84.82,8639.72
2084,2012年06月06日,85.02,8533.53
2085,2012年06月05日,84.29,8382.00
2086,2012年06月04日,83.98,8295.63
2087,2012年06月01日,83.23,8440.25
2088,2012年05月31日,86.53,8542.73
2089,2012年05月30日,87.82,8633.19
2090,2012年05月29日,90.76,8657.08
2091,2012年05月25日,90.86,8580.39
2092,2012年05月24日,90.66,8563.38
2093,2012年05月23日,89.9,8556.60
2094,2012年05月22日,91.66,8729.29
2095,2012年05月21日,92.57,8633.89
2096,2012年05月18日,91.48,8611.31
2097,2012年05月17日,92.56,8876.59
2098,2012年05月16日,92.81,8801.17
2099,2012年05月15日,93.98,8900.74
2100,2012年05月14日,94.78,8973.84
2101,2012年05月11日,96.13,8953.31
2102,2012年05月10日,97.08,9009.65
2103,2012年05月09日,96.81,9045.06
2104,2012年05月08日,97.01,9181.65
2105,2012年05月07日,97.94,9119.14
2106,2012年05月02日,105.22,9380.25
2107,2012年05月01日,106.16,9350.95
2108,2012年04月27日,104.93,9520.89
2109,2012年04月26日,104.55,9561.83
2110,2012年04月25日,104.12,9561.01
2111,2012年04月24日,103.55,9468.04
2112,2012年04月23日,103.11,9542.17
2113,2012年04月20日,103.05,9561.36
2114,2012年04月19日,102.27,9588.38
2115,2012年04月18日,102.67,9667.26
2116,2012年04月17日,104.2,9464.71
2117,2012年04月16日,102.93,9470.64
2118,2012年04月13日,102.83,9637.99
2119,2012年04月12日,103.64,9524.79
2120,2012年04月11日,102.7,9458.74
2121,2012年04月10日,101.02,9538.02
2122,2012年04月09日,102.46,9546.26
2123,2012年04月05日,103.31,9767.61
2124,2012年04月04日,101.47,9819.99
2125,2012年04月03日,104.01,10050.39
2126,2012年04月02日,105.23,10109.87
2127,2012年03月30日,103.02,10083.56
2128,2012年03月29日,102.78,10114.79
2129,2012年03月28日,105.41,10182.57
2130,2012年03月27日,107.33,10255.15
2131,2012年03月26日,107.03,10018.24
2132,2012年03月23日,106.87,10011.47
2133,2012年03月22日,105.35,10127.08
2134,2012年03月21日,107.27,10086.49
2135,2012年03月19日,108.09,10141.99
2136,2012年03月16日,107.06,10129.83
2137,2012年03月15日,105.11,10123.28
2138,2012年03月14日,105.43,10050.52
2139,2012年03月13日,106.71,9899.08
2140,2012年03月12日,106.34,9889.86
2141,2012年03月09日,107.4,9929.74
2142,2012年03月08日,106.58,9768.96
2143,2012年03月07日,106.16,9576.06
2144,2012年03月06日,104.7,9637.63
2145,2012年03月05日,106.72,9698.59
